,0
305,"
                    
                        하아.. 후기보고 .. 먹던거 안먹고 바꿔봤습니다.
이걸.. 뭔맛이라고 ㅜㅜ
이걸 언제 다 먹으라는건지
그냥 물이네요
맥주향 나는 물ㅠㅠ
그냥 먹던걸로 다시 돌아갈랍니다
고작 4천원 차이나는데 매우 형편없네요.
한캔에 300원이 적당합니다. 쯧


추가: 아 진짜 먹기 힘듭니다 ㅠ
생맥주 마시다가 이거 먹으니 토할것 같았어요
오늘은 떡볶이랑 먹는데 으.. 이거 뭐라해야하나
특이한 맛이 있어요
설명하기 힘든 이상한 맛ㅠ

어쩔수 없이 다른 무알콜맥주 주문 넣었습니다.
이 맥주는 진짜 .. 
진짜 다 버리고 싶어요
심지어 이건 제가 마시던 클라우x 무알콜보다 칼로리도 두배나 높아요ㅠ
                    
                "
306,"
                    
                        냉장고에 넣어두고 시원하게 무알콜 맥주를 착한가격에 마실 수 있어서 감사합니다~
계속해서 이것만 주문하게 됩니다~
                    
                "
307,"
                    
                        이거 뭐에요? ㅠㅠ 가격이 왜이렇게 유동적인가요?
정말 무슨 주식도 아니고 이렇게 오르락 내리락 입니까;
2018년 늘 13,500원 유지하다가
2019년 14,900원 유지중이었는데
몇일 전에는 21,000원 까지 하더라구요 ㅡㅇ ㅡ
*마트나 홈플 대형마트에서도 900원대인데
이제 쿠팡에서 구매가 의미가 없어져요 ㅠㅠ

날이 더워져서 가격을 올리는 건가요;;;
가격 좀 유지해주세요!!! 
저는 17,900원 구매합니다.
                    
                "
308,"
                    
                        예전에는 무알콜맥주 맛 없어서 쳐다도 안봤는데
임신했을때부터 수유하는 지금까지 맥주 생각 날때마다 먹고있어요. 전 알콜섭취 목적이 아니라 맥주맛을 너무 좋아하거든요. 사실은 대형마트에서 파는 독일 무알콜맥주가 맛있는데(이름은 지금 생각안남) 동네마트나 쿠팡엔 아쉽게도 없더라구요.
마트에서 사먹는것보다 훨씬 저렴해서 좋고 주문하면 다음날 바로 받아볼수있어 더 좋아요! 
갈증날때 냉동실에 잠깐 넣어놨다가 먹으면 정말이지 눈물 날만큼 갈증해소:D
유통기한은 2018년 2월 14일까지에요.
                    
                "
309,"
                    
                        기분탓인지는 모르겠으나
클라우드 제로보다 살짝 더 취하는 느낌??
무알콜이라 둘다 안취하겠지만ㅋㅋ
다들 술먹을때 같이 기분내면서 먹기 좋아요~~~
                    
                "
310,"
                    
                        제발 술 좀 끊읍시다.

하지만 그기 되나여.

맥주 딱 6캔만 드시고 7캔부터는 이걸로 갑시다.
                    
                "
311,"
                    
                        몇번째인지 모를만큼ㅡ하이트제로 매니아 되었네요ㅡ
술을 한잔만 마셔도 빨개지고 취하는 체질이라 지인들과 술마실때 제로한캔씩 마시다가ㅡ소.제해서 마시니 진짜 폭탄한 맛ㅋ소주한잔 알콜을 제로 한캔이 다 희석해서 그런지 술도 전혀안채고ㅋ 너무좋습니다ㅡ탄산도 좋고 칼로리도 적어 다엿신경쓰는데ㅡ마시고자도 괜찮아요.
저는 평소 음료를 즐겨하지않아.이걸로 저만의 음료수겸 맥주겸 즐겨하고있네요.
술잘마시는 지인도 처음엔 맥주맛 아니다였는데 술이없을때 저의술 제로 몇번마시더니ㅋ이제 술맛이라고.. 주문해서 제로마신다네요~
                    
                "
312,"
                    
                        일반맥주보다 더좋아해용
임신때부터 일일일캔했네용
음료보다좋아해요♡
최애입니다
                    
                "
313,"
                    
                        현재 모유수유중이라 술을 마실 수 없어서
기분이라도 내려고 마트에서 무알콜맥주를 사다 마셨는데

기왕 마시는거 많이 사다놓고 마시고 싶을때마다
꺼내마시려고 한박스 주문했어요!


마트에서는 한캔에 1100~1300원정도에 구매했는데
24캔에 이가격이라니 저렴하고 좋습니다!!
                    
                "
314,"
                    
                        임신과 모유수유로 인해 술 끈은지가 오래였는데 신랑 혼자 마시기 그렇다고 짠이라도 하자며 마트에서 한두개 정도 사다 먹다 신랑도 가끔 술생각나면 간다히 먹기좋다며 박스로 주문해서 먹는데 지금은 신랑이 더 잘먹고 첨엔 저도 밍밍한것 같았는데 시원하게 먹으니 맛나더라구요 미지근해지면 약간 비릿?밍밍? 한데 차갑게 먹음 맥주저리가라하네요 ㅎㅎ
수유도 끈은 지금 근 2년반동안 끈었다 먹은 맥주보다 이게 더 좋네요 넘 익숙해진듯 ㅋㅋ
가격도 마트보다 거즘 반값 신랑도 부담없이 먹기 좋아서 계속 시켜먹자하네요~
하루 한두캔정도 먹네요 ^^
                    
                "
315,"
                    
                        임신과 모유수유로 인해서 매일먹던 술을 못먹으니 그마저 스트레스가 되더군요.. 맥주는 술취급도 안했었는데.. 스트레스가 되다보니 어쩔수없이 기분이라도 내자 해서 먹어봤는데.. 역시나 알콜이 없어서 쉣!! 하지만 맥주먹는 기분 내기에는 넘좋아요 옛날엔 무알콜이여도 0.02%알콜이 함유되어있어서 문제가 있었다는데 개선되고 나서는 알콜 0.00%로 탄산음료 더라구요 성인용 탄산음료.. 전 이걸로 그럭저럭 만족합니다 맛도 이제는 신경안써요.. 
맥주로 생각하면 술좋아하는 사람으로써 쒯이지만 기분내기엔 정말 좋습니다
                    
                "
316,"
                    
                        간이식수술하고나서 (물론제가공여자에요) 한달차라
이제 멀쩡히 다니는데 가끔 술이너무너무 먹고파서 샀어용
의사쌤이 무알콜은 괜찮다고하셔서ㅋㅋㅋ 하지만 다른건
1프로 미만도 무알콜맥주로 들어가는거 아시죠??!
근데 이건 진짜 알콜이 아예 안들어있어서 0.00% 입니당!!
너무 좋아요ㅎㅎ 맛도 제법 밍밍한맥주맛이구요:)
하지만 탄산만큼은 진짜 굿!!! 트림 뜨아아아아아악!!
앞으로도 술마셔도되도 요것도 가끔 마실거같아요
왜냐면 기분은 술마시는거같은데 다음날 숙취도없궁
너무너무 좋거든요ㅎㅎ 요 아이 마시면 왠지...
기분에 취하는듯한...ㅋㅋㅋㅋㅋㅋㅋㅋ 무튼 굿굿^^
                    
                "
317,"
                    
                        4달 전에 샀더라고요.
4달 동안 술 마신 게 딱 세 번되는 거 같네요.
기념일 때, 헤어지고 나서, 일 성과났을 때

건강때문에 술 마시면 안 되는데
술 끊는게 그리 쉬운 일이던가요..
하지만 하이트 제로 덕분에 그게 좀 쉬워졌어요

마지막 캔 마시면서 바로 채워넣었습니다
모두들 금주 성공하시고 건강하세요~~
                    
                "
318,"
                    
                        엄마가 주문해달라고하셔서 시켰는데 엄청 좋아하세요.
간단한 수술하시고 술을 못마셔서 이걸 먹기 시작했는데
이제 일반 술은 못마시겠다고하시네요~

저는 술을 안마셔서 무알콜이라 한번 먹어봤더니 아주 써요..ㅎ

엄마도 처음엔 맛없다가 먹다보니 맛있어진거래요 
술드시는분들은 괜찮으실것같기도하구요

단음료 대신에 마시고자하시면 괜찮으실것같네요

엄마 다드시면 재주문할게요~
                    
                "
319,"
                    
                        저렴한 가격으로 자주 마시는 음료예요
무알콜을 마시니깐 기분은 내되 취하지 않으니 
넘 좋아요! 임신 준비 중이라 0.00% 찾았는데 그중 
가장 맛있는 제품 같아요~
                    
                "
320,"
                    
                        하이트제로야 당연히 무알콜 맥주 중엔 최곱니다
국내 시판되는 국산 , 수입 무알콜 중에 첫번째입니다
재작년 일본 갔을때 먹어본 일본 무알콜들 보다는 
아쉽게도 좀 맛이 떨어진다는 생각이지만요
예전에 노래방에서 팔던 ㅋㅅ에 비하면
진짜 맥주에 가깝습니다 취하지 않으면서
맥주 마시는 기분도 내고~ 술을 안마신지 4년이 넘은
입장에서 하이트제로는 큰 선물을 받은 기분이
듭니다 앞으로도 계속 시켜먹을 예정입니다~
지금보다 더 맛있게 만들어주시길 바라는건 욕심일까요~
^^;;
                    
                "
321,"
                    
                        이마트나 편의점보다 싸서 구입했어요 ㅎㅎ
로켓배송이라 담날바로 받아 시원하게 냉장고 넣어놓고 먹으니 넘 맛나고 좋네요
임신했을때부터 수유하고있는 지금까지 잘 마시고 있어요.
0.00이라 안심하고 있구요
원래 클라우**러 마셨는데 아예 무알콜이 아니라
조금 함유되있다고 하더라고요 ㅜ 어쩐지 두캔 세캔먹으면 좀 취하는기분;;이었는데
이건 그런것도 없고 안심이에요..
저는 원래도 맥주 참 좋아했는데 ..
나중에 술 마실수 있게되도 무알콜 마실만큼
이건 맥주맛과 매우 흡사하고 맛있네요 근데 취하지도 않고 몸에 나쁘지도 않으니 굿!!
                    
                "
322,"
                    
                        무알콜맥주 주문한뒤로 1일1맥주ㅋㅋㅋ
야식할때도 빼놓을수없는 맥주♡
이번이 3번째인가 4번째 주문이네요ㅎㅎ
하이트제로만시키다가 클라우드무알콜 궁금해서
시켜봤는데 호가든같이 과일향나는맥주 좋아하시고
톡쏘는맛 덜한걸 선호하시면 클라우드 시키시고
일반맥주에 톡쏘는맛 강한걸 좋아하시면
하이트제로가 나을듯요ㅎㅎ
제입맛엔 하이트제로가 맞네요
                    
                "
323,"
                    
                        동생이 임신하고 애기 낳고서도 수유하느라 술을 못먹어서 가끔 한번이라도 먹으라고 사줬어요 ㅎㅎ

무알콜이지만 동생이 너무너무 맛있다며 ㅋㅋㅋ(술을 오래 안먹어서 맛있나봐요) 어느것보다 고맙다고하네요 ㅎㅎ 

술을 먹는 저에겐 그저 맛없는 탄산이지만...ㅋㅋ 언젠간 저도 동생처럼 맛있게 먹을 날이 오겠죵
                    
                "
324,"
                    
                        아이와 야외로 자주 운전해서 다니는데 뭘 마셔도 흥이 안나다가 이거 알게되고 아주 삶의 질이 상승하네요. 근데 이거 심각한 부작용이 있네요.. 술 못마시는 사람이 술 잘 마시게 됩니다.. 매일 집에서도 한개 두개 부담없이 까다보니까.. 넌알콜이 혼술의 세계로 직행할거같은 불길한 기운이...그래서 별하나 아웃요!
                    
                "
325,"
                    
                        가격대비
수입은  무지많이비싸고
하이트밖에없지만  만족해요.
맥주랑  같아요.탄산까지
약간  단맛을 느끼는 사람도있고 못느낄수도 있어요
뒷맛 끝에 약간 느끼는데 크게거부감없어요.
제가 단거 안좋아하는데  좋아요.
알콜 먹기싫을때  충분히 맥주그대로 느껴요
똑같은데 알콜성분만없어요
수입맥주  무알콜은 2배이상 3배가격도 있더라구요..헐

시간 낭비 마시구요
만족하면서도 자꾸 뒤져보게되지만
결국  비교하면서 또 만족하며  재구매..
쭈욱  재구매  하고있어요..강추요
                    
                "
326,"
                    
                        쿠팡이 가장 저렴해서 이번에도 쿠팡에서 한 세트 구입했습니다.
쿠팡맨 아저씨께서 너무 무거우실까봐 두 세트 사려다 한 세트만......
1% 이하면 무알콜 표기가 가능하다지만 하이트 제로는 진짜 완전 무알콜이라 마음에 듭니다.
남편이 집에서 시원하게 맥주 마시고 싶을 때 내놓으면 좋아합니다.
진짜 알콜처럼 알딸딸하거나 하지는 않지만 기분 내기엔 좋아요.
안 그래도 회사 생활하면서 술을 심심찮게 마시게 되는데, 집에서나마 건강하게 마실 수 있어 좋은 것 같습니다.
맛이야 어찌 맥주랑 같겠습니까만은 탄산과 기분내기용으로 하는 거죠 ㅋ
                    
                "
327,"
                    
                        집에서 자꾸 맥주를 혼자
들이켜서 그럼 차라리 무알콜을 먹어보자 샀었는데
역시..... 헤비 알콜러에게는 뭔가 아쉽습니다 ㅠㅠㅠㅠ
처음에는 와 맥주 대신 먹어도 괜찮은데?!!

했던 건 처음 2캔 정도였고,
결국 맥주를 안 먹는 대신
무알콜 맥주를 두세개씩 먹는데
뭔가 취하는 맛이 없으니 심심한 느낌이랄까요? ㅠㅠ
그래서 맥주는 맥주 대로 또 사고
술 많은 드시는 사람에게
술 대신은 별로고
간단히 술 기분만 내겠다 할 때 추천 드려요!
                    
                "
328,"
                    
                        눈수술에ㅜ 임신준비중이라 술은 땡기는데 먹지 못해서 구매했어요ㅎ 편의점 2+1보다 가격이 싸서 구매했습니다ㅎ
무알콜이지만 기분 내기는 좋네요ㅎㅎ
                    
                "
329,"
                    
                        항상 먹던 제품이예요. 여름에 맥주대신 샤워하고 먹으면 진짜 좋아요!!
 문제는 무거워서 기사님한테 너무 죄송하다는거 ㅠㅠ 가끔 베란다내다보면 조카같은애들이 더운날 물건들고 아파트단지 뛰어다니는데 안쓰러워서 이마트 가봤더니 23400원이더라구요 ㅠㅠ 가격차이가 너무나니까 헐 ㅠㅠ 간김에 사오긴했었는데 다 먹고 쿠팡에서 또 시킨거였거든요.  암튼 저렴하고 맥주맛하고 제일 비슷해서 전 자주먹어요. 배송도 깔끔하고 밤 12시에 왔는데 그만큼 늦게까지 일했다는거겠죠 ㅠㅠ 감사합니다~
                    
                "
330,"
                    
                        맥주를 줄여 보고자 ㅎㅎ 상품평보고 주문했어요~ 김냉에 시원하게 넣어뒀다 저녁준비 하면서 한캔 마셨는데 
우와~진짜 맥주같은ㅋㅋ 탄산도 굿~ 다만 제가 향있는 맥주를 싫어하는데 향이 쬐끔ㅜㅜ
그런데 진짜 알콜 0%  맞나요? 마시고 운전하면 안될것 같은 진짜맥주 같아요~~ㅎㅎ
                    
                "
331,"
                    
                        수유중인데 먹어요. 
뭐 조사를 했는데 무알콜이라도 0.몇%씩 
알콜이 들어있는 맥주가 있었다. 이런 기사를 봤어요. 
근데 이 맥주는 거기에 포함이 되지 않더군요!
그래서 먹고 있습니당. 
저는 원래 소주파여서 맥주를 안먹었었어요. 
그래서 이건 그냥 맥주맛이야~ 느껴지는데
맥주파들은 그렇지 않나봐요. 맛없대요..ㅋㅋㅋㅋ
뭐지 물엿?맛이 느껴진다는데
전 물엿 맛도 잘모르고 맥주맛도 잘 몰라서
걍 맥주먹는 느낌나요ㅌㅋㅋㅋㅋㅋ만족해요
                    
                "
332,"
                    
                        임신했을 때 맛들였다가 애가 30개월인데 아직 이걸 마셔요ㅋㅋㅋ 온갖 무알콜 다 시도해봤지만 하이트제로가 맛도 무난하고 일단 구하기가 쉽네요ㅎㅎ 애 낳고 나서도 계속 마시게 된 게.. 퇴근하고 맥주 한캔~이 삶의 낙인데 아무래도 간도 걱정되고 ㅠ 맥주값도 은근 많이 들고요 ㅠ 탄산수도 시도해봤는데 탄산이 너무 쎄고 미네랄 맛?같은 게 강해서 별로더라고요. 시원하게 맥주 마시는 기분만 내고 취하진 않으니 전 더 좋아요. 여태 2맛흐몰에서만 주문하다 여기서 처음 시켜봤는데 반값이네요!! 그동안 비싸게 사먹은거 너무 아깝ㅠㅠ
                    
                "
333,"
                    
                        첨엔 적응못했는데 적응하고 나면 맥주보다 맛있음.
요즘엔텁텁해서 맥주를 못먹겠어요 무알콜은 마시고나서 뒤끝도 없고 시원해서 좋아요
함씩 알콜 땡기면 깔라만시+소주+얼음에 타먹으면 존맛탱 
술안마시니까 살빠짐
                    
                "
334,"
                    
                        임신하고 술끊고 아주 금주를 잘하고 있는데 가끔씩 생각날때는 요거 마십니다 일단 맥주같구요 ㅎㅎ 취하지 않는 그리고 쿠팡 이용해서 사면 가격도 훨씬 저렴하구요 그래도 그건 타이밍인거 같긴해요 
쿠팡이 워낙 물건들 가격이 한번씩 변동하니 타이밍 잘 맞춰서 사시면 두고두고 잘 마실 수 있어요 
무알콜 사랑하시는 분들은 쿠팡이용해서 사시는게 특이지 않을까 싶어요 ㅎㅎㅎ 
추천합니다
                    
                "
335,"
                    
                        둘찌 모유수유ㅠㅜ 
엄마는 육퇴후 시간을 만끽하고픈데 쉽지않아요
아가들은 엄마 맘처럼 길게 자지않아서
항상 5분대기조가 되야하죠 자다가도 일어나야하고
말짱한 정신을 유지해야하죵
기분낼수있고, 시원하게 맥주를 먹고싶을때 정말좋아요
무알콜이라고해서 모든게 알콜이 없는게 아니고 
조금이라도 포함된게 있을수있으니 꼼꼼히 보세요
요 제품은 완전0.0000%이니 아가에게 나쁜영향 없으니
안심하고 호로록~~~~  
맛은 약간 신맛이 나는듯 해요 저는 무알콜중엔 이게 제일
나은듯 합니당 추천해요~~!
                    
                "
336,"
                    
                        이제서야 이제품을 알게되다니~저는 셋째둥이 맘이구요..
첫째,둘째 완모했고 셋째도 모유수유 중입니다.
수유의 단점은 술을 마실수 없다는거죠..ㅜㅜ그래서 스트레스받을때 더울때 기름진거먹을때 항상 탄산음료를 먹자니 칼로리부담도되고 당도많고해서 늘 찜찜했어요.
무알콜맥주가 있다는것도 알긴해는데 0.03정도의 알콜이 있다는 사실에 안먹었구요.
근데 요제품은 완벽한 무알콜이라 요즘 아기재우고 요거 마시는 재미에 스트레스도 날아가네요.
저는 갠적으로 맛도있어요~애정하는제품입니다.
                    
                "
337,"
                    
                        완전 0퍼센트는 잘없어서 이거 시킵니다 반주를 좋아하는 지인이 지병으로 술못마시게 되면서 이것만 찾네요ㅜㅠ
                    
                "
338,"
                    
                        재구매입니다

수유중이라 한번씩 맥주 대신 먹는데 나쁘지 않아요

칼로리도 60칼로리고 탄산도 강해서
시원한 맛으로 부담없이 마시고 있어요

맥주맛이 좀 안나서 아쉽지만
그냥 탄산보다는 으른의 맛으로 먹습니다

저렴하게 잘 구입할 수 있아서 좋아요

일반마트나 편의점에 무알콜맥주 파는 곳이 없어요ㅠㅠ

큰 마트 가자니 코로나때문에 대형마트 안간지도 오래됐고...
이것때문에 가기도 귀찮고요

추천합니당
                    
                "
339,"
                    
                        처음 사봤어요. 요즘 코로나로 자꾸 맥주만 들어서 ㅜㅜ 살도 고민도. 그래서 기분은 내고싶고 해서 무알콜 검색해서 후기가 좋고 또 테라 좋아했던 터라 구매했어요. 아들생일 집에서 먹는데 엄마 술마시는거 싫어라하는 딸아이앞에서 무알콜이라며 두캔 마셨어요. 너무 맛있네오 저는 과일향나는 수입맥주같아서 알콜없다는 느낌몰겠더라구요. 근데정말 이거 마시고 운전해도 되는거지요??  ㅎ 진짜 마시고나니 더더 궁금해지네요.
                    
                "
340,"
                    
                        전 무알콜을 칭따로를 먹은 후 하이트를먹아사... 하이트가 별로였어요.. 따오가 더 비싸긴한데 진짜 찐맛은 그거고 하이트는 가성비 갑으루 좋은용이에요
                    
                "
341,"
                    
                        건강땜에 신랑은 술을 거의 끊었고 저는 술을 워낙에 조아라 해서 신랑이 저와 대작할 때 기분낼라고 시킨거예요. 은근 맥주맛이랑 별 차이 없이 느껴져서 아주 좋아요.
전 소맥해서 말아먹을 때 신랑은 이거따서 옆에서 같이 마셔주거든요. 분위기도 좋아지고 같이 술 먹는 재미도 있구~~^^
강추해요!

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
추가후기입니다.
이거 다른외국맥주랑 비교해보니 더욱더 맛나요.
이것말고 외국맥주도 제로가 있어서 마셔봤는데 가격도 이게 더 저렴하고 맛도 깔끔해요.
정말 강추예요!!!!!!!!
                    
                "
342,"
                    
                        맥주맛을 까먹은 임산부인데요 남편 맥주한잔할때 같이 한잔
먹고싶어서 시켰어요 남편은 맥주의 맛이 안난다는데 저는
충분히 맛있게 먹었습니다 ㅎㅎ 목에 탄산처럼 톡톡 거리는
느낌도 많이나구요 맛이 그맛이 아닐지언정 애기를 위해서는 참아야죠ㅠㅠ저는 맛있게 마셨네요~배송이 터져서 오구
하시는 분들때문에 걱정이었는데 저희 동네 쿠팡맨님은 아주
친절하신가봐요 터진거 심지어 찌그러진거 하나 없이 왔네요
싸고 양도 많아서 조금씩 먹는다면 모유수유때 까지 걱정없이 먹을수 있겠습니다 감사해요~~~
                    
                "
343,"
                    
                        첨엔 심심했던 맥주가 익숙해지고..이젠 그냥 맥주가 쓰게 느껴지는 .. ㅋ 
알고보면 전 맥주를 좋아했던게아니라.. 그냥 물을 싫어했던겁니다..단음료도 싫어하고..ㅋ
탄산수는 탄산이 세서..식도염에 안좋고..
요 아이가 현재로선 절충안인거죠..
찬바람불면 덜찾겠지만..요즘엔 상비품
                    
                "
344,"
                    
                        무알콜인데...
분명 알콜이 없을텐데 왜이리 중독성이 있을까요..

맥주의 맛과 목넘김이 좋아서 먹기시작한 무알콜맥주인데
뭐 그냥 습관처럼 계속 먹네요

여러종류 무알콜 먹어봤는데
다시 얘로 돌아왔네요.

맛은 뭐 각자 취향이 다 다르겠지만
먹을수록 더 당기는 맛이네요

가성비도 훌륭하고요.
오늘도 취할때 까지 먹어보려구요

근데 안취하니까 배만 터질것같네요. 허허
                    
                "
345,"
                    
                        술자리는 좋아하지만 술을 마시지는 못할 상황에 처하신 분이라면 꼭 사세요.
친구들이나 가족 모두 모일 때, 집에서 술 마셔야 하는 경우, 저는 이걸 마셔요.
몇캔을 마셔도 무알콜이라 취하질 않으니 다음날 지장도 없고해서죠~
근데 신기하게도 마시면 맥주맛이 나는데다가, 심지어는 알딸딸한 느낌은 들어요. 근데 무알콜~~~ㅋ
다들 마시는데 안 마시기 뭣하고 할 때 이거 드세요.
전 냉장고에 쟁여두고 ,필요할 때마다 마시네요~
사이즈는 일반 캔맥주랑 같아요.
                    
                "
346,"
                    
                        술이 약해서 술맛도 모르지만 술을 즐기고 싶은 저로서는 최고의 상품이 아닌가 생각됩니다. 비염때문에 술마시기도 쉽지 않아 요새 혼술남녀보면서 입맛만 다시고 있었는데 시원하게 먹으니 드라마 보면서 먹기에 딱이네요! 상품평에 보면 맥주맛이 안나서 아쉽다 하는 분들이 많은데 제 경우까지 종합해보면 이 상품  사기에 적합한 분들은 맥주를 즐기는 애주가 분들보단 술이 약하지만 술마시는 기분을 내고싶다 하시는 분들에게 더 적합할 것 같습니다.
                    
                "
347,"
                    
                        클라우드 제로와 하이트 제로 둘 다 마셔보고 작성하는 후기입니다.
클라우드의 장점은 낮은 칼로리!
그외에 가격 맛 모두 하이트 승리입니다.
                    
                "
348,"
                    
                        임플란트 해서 알콜 금지였는데 이걸로 요즘 잘 먹고 있습니다 ㅋㅋ. 맛이 괜찮아서    왠지 치아치료 끝난후에도 쭉 마실것 같습니다. 

그리고 맥주보다 저렴해서 또한 좋구요. 아무리 마셔도 취하지 않아서 좋아요 굿!!! ㅋㅋ
                    
                "
349,"
                    
                        하이트 제로 ♡
무알콜 맥주는 쿠팡서
돌려가며 무알콜 구매해요

하이트 마시고프지만
다욧중인 신랑과 함께
요즘 하이트 제로 츄르릅

끝맛이 텁텁함이
살짝 있기는 해도
(지극히 주관적이예요)
마실만은 해요 ㅎㅎㅎㅎ

신랑은 무알콜 맥주중에
하이트제로가 제일 낫데요
                    
                "
350,"
                    
                        대박~ 맥주 한모금밖에 못마시는데 이건 엄청 맛있군요ㅎㅎ싱겁다는분들은 소주나 애주가들이시고 저처럼 술못드시는분들한텐 딱이에요ㅋㅋ탄산수 들어간건지 이것도 적당히 톡쏘는것같고 암튼 쓴맛 안나는 맥주 입니다ㅎ
신랑 술마실때 같이 못마셔줘서 좀 그랬는데
이젠 같이 마셔야겟어요ㅋㅋㅋ
                    
                "
351,"
                    
                        주변에 판매하는곳 있음

한캔정도 맛보고 사세요

평소 소주한병 맥주작은피티한병

매일 마셨음 근데 얼마전 a형간염 치료중

거의다 낳았음 술생각나서 무콜마심

이주일 사이에 2박스째임

수시로 마심 낮에도 마시고 아침에 생수없어서

마시고 그냥 물처럼 마심

무알콜 맥주에 중독된거같음

술끊으시는분들.어쩔수 없이 못맛는분들

어느정도는 마실만해요

술안마신지 한달하고 하루지남

담배도 안펴짐

소주 혓바닥에 살짝 대봄  

그동안 저걸 왜 마셨나 싶음
                    
                "
352,"
                    
                        금주 중이라 자주 시켜먹는데요~ 무알콜중!! 갑인듯요~ 제 입맛에는요~~
                    
                "
353,"
                    
                        우연히 무알콜 맥주는 온라인 구매가 가능한 걸 알게 되어 이번에 왕창 사봤어요. 
다른 곳에서 유럽산 무알콜 맥주를 사먹었는데 수제 맥주를 연상시키는 진한 맛에 반해서 여러번 구매했어요. 
그런데 가격이 좀 비싸서 이번에 쿠팡에서 화이트 할인하길래 사봤네요. 
앞서 마신 수입산에 비하면 맛과 향이 덜해서 아쉽지만 먹을만해요.
                    
                "
354,"
                    
                        하이트 제로는 항상 마트에서 구매했었어요~!!
저희 남편이 술을 잘 못마시는 편이기도 하고, 
저는 술을 좋아하는데 무알콜이 건강에는 더 좋을거 같아서
즐겨 마시는 제품이었답니다^^ 근데 왠걸~ 쿠팡에서 보니
마트가격의 거의 반값이더군요!!! 그래서 바로 구매진행했는데
제가 수량 체크를 잘못했는지 2박스가 도착했더라구요!
근데 앞으로 여름도 다가오고 날씨도 후덥해져서
자주 찾을 것 같아서 반품안하고 냉장고로 모두 직행했답니다ㅋ

앞으로 하이트제로는 쿠팡에서 꼭 구매해야겠어요!!^^
                    
                "
355,"
                    
                        그럭저럭 먹을만해요 
딱히 무알콜맥주에 돈 쓰고 싶지 않아서 젤 싼 거 샀어요
                    
                "
356,"
                    
                        이제 15,000원대 유지중이네요~
가격이 계속 오르는건 어쩔 수 없지만
좋은 가격 유지해 주시길! 
늘 쟁여두고 마십니다!
                    
                "
357,"
                    
                        술을 잘 못 마시지만, 괜히 술 마시는 기분을 내고 싶을 때 가끔 마십니다.

제 입맛에는 진짜 하이트 맥주랑 90% 정도 비슷한 것 같네요. (•'╻'• )꒳ᵒ꒳
                    
                "
358,"
                    
                        술 끊으신 분들
탄산수 좋아하시는 분들에게 추천 
냄새가 진짜 맥주 같아요 ~
                    
                "
359,"
                    
                        병원에서알콜은 안된다고해서 요아이를택했어요
부담없이 시원하게 마시기엔좋아요 특히 여름철에좋아요
여름철에 알콜마시면  마실땐좋지만후엔 열나서 더힘들잖아요
요아인그런게 없어서 자주찾아요. 맛은좀별로에요 카라멜 맛과냄새가좀 나요 .참고들하세요
                    
                "
360,"
                    
                        진짜 맥주 애정하는 1인인데
임신하고 대체로 마셨는데
나름 기분내기 좋네요
요게 딱 기본 맥주맛인듯요
수유중인 지금도 이거마셔요
                    
                "
361,"
                    
                        맥주 생각날때 대용으로 좋습니다. 뒷맛은 조금 떨어짐.
                    
                "
362,"
                    
                        필수예요~
매일 맥주를 마시기엔
몸도부담~ 다음날 생활도 부담~
그래도 그 상쾌한 맥주맛은
무엇과도 대체불가~
오로지 제로맥주마니
대체가능이네요 ㅎ
여러번 재주문중예요~

알콜맛이 좋거나
취하는게 목적인 분은 안맞을 수
있어요~ㅎ
                    
                "
363,"
                    
                        제가 술을 잘 못마셔서
무알콜 거의 다 먹어봤는데
0%중에선 이게 제일 맛있어요!
시원하게 마시면 진짜 맥주같아요!
꼭 차게 드세요^ ^

어디 나들이 갔다 도시락이나 치킨먹을때
맥주 한 잔 하고픈데 운전때문에 못마시는데
이거 마시니까 좋아요
알콜대용으로 좋아서 전 박스로 사다 먹고 있어요
                    
                "
364,"
                    
                        상품평이 너무 좋아서 
고민도 없이 당장 샀어요~!

저는 맥주 너무 많이 마셔서 살쪄서 다이어트 용으로 샀어요.

그런데 이 하이트 제로는 아로마 향이 끝맛에 강하게 나더라고요.
그것만 없었으면 더 좋았을 텐데요,

그덕에 다이어트 효과는 더 좋은 것 같습니다.
한캔에서 두캔 마시고 있어요..
더 안마시게 되어서 좋네요.~
긍정 왕 후기 였습니다~~~!!
                    
                "
365,"
                    
                        배송이 빨라서 너무 좋았구요 임신과 출산기간동안 금주인데 아주 효과 좋습니다 1년정도 안마시다가 마셔서 그런지 라이트 한 화이트 맛이 새삼 끝내주네요^^
                    
                "
366,"
                    
                        임신중부터 마신거라 대량으로 구입하니 저렴하고 좋으네요
                    
                "
367,"
                    
                        무알콜 맥주는 처음인데 그냥 맥주맛에 너무 길들여져 있어서
첨엔 좀 먹기 힘들었어요
첫 맛은 진짜 맥주랑 똑같은데 끝맛이 약간 밍밍한보리차? 같은맛이 나요
익숙해지면 괜찮겠죠?
우선 칼로리가 60밖에 안되서 더울때 시원하게 한잔씩하고 있어요
                    
                "
