,0
95,"
                    
                        다이어트 중이라 알코올을 끊으려니 탄산이 아쉬워 선택한 제품!
탄산도는 하이* 가 더 좋지만 칼로리가 너무 착한 클라우드 클리어 제로!
냉장고에 없으면 불안합니다..^^
                    
                "
96,"
                    
                        맥주가 도저히 감당이안되서 (지출, 건강) 
알콜중독이 아니라면 보리맛탄산중독이다 라는판단을하고
바로주문했습니다.
전에 마트에서 종류별로 국산.수입산 논알콜을 비교해보았는데 정말 맘에드는 수입논알콜은 그냥 일반맥주가격...
하이트제로는 물엿맛이라고해야되나.. 감칠맛있는 달달함이있었는데 맥주에는 들어가면안되는맛이었어요 ㅠㅠ
그래서 구매평믿고 주문했습니다.
평가는 저를포함하여 주당 1명 1년에 세잔정도마시는 비주류1명 
비주류:뭔맛이지 이게..?
주당:이거 얼마야? 진짜맥주랑똑같은데? 취하는것같아
취한다는 믿거나말거나 만 빼면 저도 알콜중독이 아니라
자기전  마시는 습관대체용으로는 만족합니다
                    
                "
97,"
                    
                        세일 때 16900 원인가에 구매 했어요

신맛 나는 맥주를 원래 좋아했는데 

시큼한 맛과 향이 맘에 쏙 듭니다.

차게 해서 먹으면 마치 세계 맥주를 마시고 있는 느낌이 드네요 ㅋ



금주 4개월 째입니다

새벽까지 잠 못들다 술먹고 자는 생활 반복하다 

병원에서 수면유도제 처방받고 일주일 꾹 참고 한달 버티고 약도 끊었내요 

두달 지나니 술 생각이 안나네요 

그래도 저녁 먹을 때 한잔 먹고 싶다는 생각이 들 땐 탄산수랑 한께 했는데  이거 마시니 기분이 다르네요 ㅋㅋ

오늘은 모닝스테이크와 함께

키야야야야아
                    
                "
98,"
                    
                        모유중이라 구매했어요
클라우드맛 맥주맛 좋아요
                    
                "
99,"
                    
                        최애음료 알콜은 없지만 맥주의 시원한 맛은 그대로
                    
                "
100,"
                    
                        술을 못마셔서 이거 시키는데 맥주 맛이랑 정말 
비슷해요  안주만들어서 남편이랑 둘이 마시면 
진짜 맥주같아요 ㅎㅎ  전 술마신 다음날 완전뻗구
후유증도 일주일가서 술마시는거 싫어하는데 이런
맥주가 있다는걸 최근에 알았어요
                    
                "
101,"
                    
                        임신기간부터 수유하는 지금까지
즐겨마시는데요
맥주기본맛을 원할때는 화이트를 마시고
과일맛나는 맥주맛 원할때는 클라우드마셔요
진짜 맥주보다는 못하지만
아쉬운대로 먹기 좋아요
탄산이 좀 더 쎄면 좋을거같아요
                    
                "
102,"
                    
                        호줄호 갈릴수 있지만 맥주라기보단 무설탕 탄산이라고 생각하면 맛있게 먹을 수 있어요. 임신때부터 신랑과 함께 마시고 있는데 신랑이 다이어트한다고 콜라대신 이걸로 하루 한캔씩 하고 있어요. 

이번에 여행가서도 6개짜리 묶음으로 가져가서 텀블러에 얼음넣고 마셨더니 설탕 가득한 음료보다 갈증해소에도 좋더라구요 ㅋㅋㅋ 

하루에 한두캔씩 꼬박꼬박 먹다보니 더 많이씩 사고 싶지만 기사님 힘드실까봐 24개 묶음 하나씩만 주문하는데 마지막 6개 묶음을 냉장고에 넣으면 항상 재주문 하는 여름 음료수에요^^
                    
                "
103,"
                    
                        두번째 구매입니다
수유중이라 무알콜 이용하는데
진짜 클라우드 맛도 조금 나고
게다가 칼로리도 낮아서 너무 좋아요
다른제품들도 먹어보고는
다시 클라우드 재구매하게 되네요

어차피 무알콜에 맥주맛을 온전히 느끼지 못하는거라면
칼로리라도 낮은것을 골랐어요
                    
                "
104,"
                    
                        수유중이라 무알콜로...
국내무알콜맥주중에 진짜 무알콜은 세개라는데
하이트먹고 무알콜 인생 포기했다가 이거먹고 무알콜세계로 들어왔어요.
그냥 시원한 음료수지만 나름 기분나요 ㅋ

근데 워낙 술 좋아하시는 분은 그냥 사이다 드세요 ㅋ
남편은 그냥 무알콜 먹느니 콜라 사이다 먹겠대요.
무알콜중에 이게 나은지도 잘 모르겠대요. 무알콜 다 별로라고...

근데 가끔 (음식궁합에 따른건 아닌거같아요) 비린게 있어요.
쇠맛....? 캔에 따라 다른거같기도 하고.... 24개에 1개꼴로요.

값은 만구천원대가 평균같고 +-만원이에요ㅡ
왜 저는 맨날 이만원대에 사고 담날 배송받기도 전에 만팔천원대로 바로 내려가는지.... 제가 구매하면 이천원 내려가도록 함수설정되어있는 기분....
                    
                "
105,"
                    
                        0.00 무알콜 중에서는 이게 갑. 진짜 맥주맛 나는 무알콜맥주. 제기준 No.1 무알콜맥주.
                    
                "
106,"
                    
                        벌써 세번째
구매해여
모유수유중이라
구매햇어요 ㅋ
임신햇을때부터 먹던거에요 다른거 다먹어봐도 이게
최고임
                    
                "
107,"
                    
                        수유중이라 맛있는 무알콜 맥주 찾다가 샀어요. 하e트 도 먹어보고 클라우드도 먹었는데 클라우드가 좀더 상큼하고 탄산이 탁 쏘는게 맥주와비슷한 느낌이에요. 약간 신맛 같은맛도 나고  목넘김이 좋아 진짜 음료수 처럼 마십니다. 완전 쉬원하게 먹어야 맛있어요. ㅋ 갈증해소로도 너무 좋으네요 칼로리도 30칼로리라 다른 탄산 음료대체 하기도 좋은거 같아요.
                    
                "
108,"
                    
                        하이트제로 만족하며 먹다가....호기심에 살짝 비싼 클라우드도 시켜봤는데 다시 하이트로 돌아갈 예정입니다. 
하이트에 비해..탄산이 너무 약하고요. 그 작지만 평범한 이유 하나가 전체적으로 완성도가 확 떨어진딸까....끝맛은 하이트보다 살짝 깊지만??(어떻게보면 음료수 맛같기도한..끝맛..)...탄산을 포기하며 고수할 맛은 절대 아니고요... 암튼 탄산을 왜 이렇게밖에 못했을까... 마실수록 음료수 같아서 다시는 구매 안할듯요..
                    
                "
109,"
                    
                        계속 재구매 해서 먹고 있네요. 여름에 다이어트 땜에 주문 했는데 계속 먹고 있네요. 과일맛나고 맛이 깔끔해서 좋아요. 탄산이 조금만 강했으면 좋겠어요.
                    
                "
110,"
                    
                        한약때문에 금주중이라 매번 주문해서 먹는데 이젠 이게 그냥 맥주같애요ㅎㅎ 특유의 단맛도 익숙해지네요
                    
                "
111,"
                    
                        가격 내려가길 기다렸다가 내려가자마자 바로 질렀죠 ㅎㅎㅎㅎㅎ
만7천원대에 샀어요 (자랑중)
싼 하이트거 샀다가 맛없어서 완전 후회하고 다시 돌아왔어요
다이어트중인데 이거 맥주 대신 먹거든요? 
칼로리도 무알콜중에 젤 낮죠 
완전 술꾼이었는데 무알콜맥주 먹는뒤로는
하루 한캔 먹고 딱 기분좋게 끝내요 제어가 되니까 넘 좋아요
지금 한달됐는데 5킬로 뺐어요 역시ㅜ 술을 끊어야 살이 빠져요
저 처럼 다이어트 하실분들은 쟁이세요 ㅋㅋㅋ 
맥주다이어트! 굿굿
                    
                "
112,"
                    
                        수유중이라 맥주못마시는데 무알콜로 기분내고있어요~
맛도있고 가격도 저렴하고 좋아요~^^
                    
                "
113,"
                    
                        배송 하루만에 도착했어요
요즘 더워져서 맥주 소비가 늘었는데 몸을 생각해서는 알콜 섭취를 줄이긴 해야할 거 같고 그래도 여름에 시원한 맥주가 땡기고...합의점이 제로맥주를 마시고 있는데... 마트에서 구입한  화**은 맛이 없어서 ....  혹시 인터넷에서 팔까? 하는 맘으로 찾아봤는데 있어서 놀랬어요 ㅋㅋ주류는 아니긴 한가보네요 
아무튼 받자마자 바로 냉장고 직행하고 차가운 클라우드 제로를 마셨는데 먼저먹어본 곳보다 괜찮기는 하네요 ㅎㅎㅎ
당분간은 더울때 먹기에 좋을듯요 탄산감과 보리향이 가득 진짜 맥주맛이 아니라 맥주드시는분이 처음 드시면...이상할 수 있어요
                    
                "
114,"
                    
                        그저웃음만
클라우드 마시고 쓰는 후기가 도대체 몇번째인지                               

그냥 맥주대신 마셔도 좋지만                                                                   
애들이랑 24시간 몇달째 지지고 볶는 요즘
애들 재우고 마시는 클라우드 요거 한잔ㅠㅠㅠ                                 
다들 자고 조용할때 라면이든
어느 야식이든 과자든 클라우드 한잔이면
그나마 그래도 보상받는 느낌, 기분
육아맘들 힘나지 않으면 힘 안나는대로
그냥 그렇게 버티며 시간 잘 보내봅시다
망할코로나
                    
                "
115,"
                    
                        임산부도 맛있게
먹을수있는 탄산음료라
너무
좋습니다
                    
                "
116,"
                    
                        하이트제로가 맛없어 후기랑 가격보고 망설임없이 구매했습니다.
한캔 따서 족발이랑 먹는데 첫 모금. 하이트제로에 비하면 맛 괜찮았습니다~~ 특유 단맛도 거의 못느꼈고요~
그래서 홀짝홀짝 절 넘어가다 몇모금 마시면서부터 이상한 맛이 올라오네요;;;
뭐라해야하나 녹맛? 캔맛?? 뭐 이런 비슷한 맛이 나는데 캔을 딴 시간이 지날수록 점점 더 많이 올라오네요ㅜㅠ
이것도 실망스럽네요ㅜㅠ
그래도 캔 따자마자 꿀꺽꿀꺽하기엔 가격대비 괜찮습니다~

후기 좀더 올립니다.
남은 맥주를 버릴수도 없고 캔마다 한번에 원샷할수 없어 500컵에 한번에 따라서 나눠 먹으니 훨씬 괜찮습니다. 
저처럼 느끼신분들 한번 해보세요~~
                    
                "
117,"
                    
                        금주여서 사봤어요 치킨 먹을때 같이먹어보니 콜라먹을걸...
맥주 못먹을때 맥주분위기 내고싶을때 먹어요
이것도 술 안먹고 한참 이거만 먹으니까 나름 먹을만 해요..
진짜 맥주맛을 잊어버린거죠...
그래도 금주일때 술먹고싶은생각을 없애줘요...
                    
                "
118,"
                    
                        ??재구매입니다.

??모임에서 분위기 살리고픈, 알콜이 받지 않는분.
알콜이 받으나, 다음날 근무가 걱정 되는분.
알콜로 인해 안주를 너무먹어 다이어트가 걱정되는분.
혼술 즐기고 싶은분… 모두 강추 합니다.

ㅡ무알콜 30칼로리 350ml임.(타제품60칼로리)
ㅡ유통기한 ㅡ2021. 02. 17일 까지 입니다.
ㅡ거부감 없는 맛. 살짝 과일향도 나는듯 합니다.

가격은 조금 더 저렴한 무알콜 캔맥 있습니다.
그러나 이제품 권하고 싶네요.
칼로리도 더 낮고, 맛도 이제품이 더 좋거든요.

더 마시면서 업댓 할게 있으면 할게요.

도움되셨나요?? 꾸욱 눌러주는 센스??감사합니다.

포장도 배송도 굿입니다.
                    
                "
119,"
                    
                        칼로리도 낮고 가격도 좋아요
완전 맥주는 아니지만 느낌은 거의 비슷해요
이거 마시고나면 맥주생각 안나요
좋아요
                    
                "
120,"
                    
                        맥주 그닥 좋아하지 않았는데 차라리 무알콜 맥주가 낫더라고요. 운동 다녀와서 서브웨이 샌드위치에 같이 곁들여 먹는데 나름 술 마시는 기분ㅋㅋㅋ 도 나고 즐거워요. 몰래 회사 가져가서 점심시간에 먹으면 어딘가 일탈하는 기분도 들어서 즐겁습니다. 

은은하게 사과향? 꽃향? 같은게 끝에 나서 더 좋아요.
타 브랜드에 비해 칼로리도 절반인 30칼로리고 더 상쾌하게 맛있어요. 운동하고 먹어도 걱정 안된다는 점이 가장 만족스럽습니다.
                    
                "
121,"
                    
                        제입에 너무 안맞아요
캔에서 자꾸 나사같은 쇠냄새 너무심하고
맛까지 깡통맛이나요..
탄산이너무 약해서 진짜
맹물마시는 느낌이고
전차라리 하이트제로가 낫네요
접땐 삼미구엘샀다가 그건 뭐
호박엿맛이 엄청나서 처치곤란이라
그것도 실패였는데...
무알콜중 클ㄹㅏ우드가 젤맛있다던데ㅠㅠ
전왜 탄산없는 깡통맛만 날까요..
먼가 쌔한맛도 입에서 맴돌아요..
치약맛같은 ㅠㅠ
남은23캔이 처치곤란이네요...ㅠㅠ
                    
                "
122,"
                    
                        기존에 하이땡 먹다가 클라우드는 처음 시켜 보는데 맛있겠죠~
일반 맥주도 맛있는데 무알콜도 맛있을거 같아요~~~
가끔 술은 싫고 맥주는 생각날때 무알콜 종종 먹고 있습니다~
                    
                "
123,"
                    
                        뭐 물대신 먹는거
물은 밋밋 속은 답답 탄산은 살찔거같고
애를 봐야하는게 알콜에 취할수는 없고
그래서..무알콜..그중 클라우드가 짱
ㄱ이게 질린다면 가끔 산미구엘 무알콜 세일할때 사서
번갈아 먹기를 추천

클라우드는 18000원이면 합리적
산미구엘은 24000원일때 합리적
그 아래 가격은 싼가격이니 구매해도 괜찮은가격
쿠팡은 워낙 가격변동이 심하니까
지친 엄마들 무알콜 마시고 화이팅ㅠㅠ망할코로나..
                    
                "
124,"
                    
                        임신도 안했고 수유도 안하는데 매일 퇴근후 일일 일맥주씩 하다가, 지병이 점점 악화되고 그 병이 알콜, 카페인을 끊어야 한다고 하길레 무알콜 맥주로 갈아타려고 주문함.
당연히 이 이전에는 무알콜 맥주를 마셔본 적이 없음. 클라우드가 한국 맥주 중에선 나쁘지 않으니 그냥 그거 믿고 구매.
맥주를 만들어 본 적도 있는 사람 입장에서 이 맛은 뭐랄까...
맥주 만드는 중 잡균이 들어가서 맛이 엉망이 된 맥주 맛이 남. 후기에 사과향이 난다길레 상큼한 향이 나는걸까 했는데 약간 상한 홉 냄새라고 하는게 더 정확할 것 같음.
24캔 언제 다 마시지.......
해외 브랜드의 무알콜을 주문할 걸 그랬나 봄.
사과냄새 그거 아님 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
                    
                "
125,"
                    
                        맥주 그닥 좋아하지 않았는데 차라리 무알콜 맥주가 낫더라고요. 운동 다녀와서 서브웨이 샌드위치에 같이 곁들여 먹는데 나름 술 마시는 기분ㅋㅋㅋ 도 나고 즐거워요. 몰래 회사 가져가서 점심시간에 먹으면 어딘가 일탈하는 기분도 들어서 즐겁습니다. 

은은하게 사과향? 꽃향? 같은게 끝에 나서 더 좋아요.
타 브랜드에 비해 칼로리도 절반인 30칼로리고 더 상쾌하게 맛있어요. 운동하고 먹어도 걱정 안된다는 점이 가장 만족스럽습니다.
                    
                "
126,"
                    
                        제입에 너무 안맞아요
캔에서 자꾸 나사같은 쇠냄새 너무심하고
맛까지 깡통맛이나요..
탄산이너무 약해서 진짜
맹물마시는 느낌이고
전차라리 하이트제로가 낫네요
접땐 삼미구엘샀다가 그건 뭐
호박엿맛이 엄청나서 처치곤란이라
그것도 실패였는데...
무알콜중 클ㄹㅏ우드가 젤맛있다던데ㅠㅠ
전왜 탄산없는 깡통맛만 날까요..
먼가 쌔한맛도 입에서 맴돌아요..
치약맛같은 ㅠㅠ
남은23캔이 처치곤란이네요...ㅠㅠ
                    
                "
127,"
                    
                        기존에 하이땡 먹다가 클라우드는 처음 시켜 보는데 맛있겠죠~
일반 맥주도 맛있는데 무알콜도 맛있을거 같아요~~~
가끔 술은 싫고 맥주는 생각날때 무알콜 종종 먹고 있습니다~
                    
                "
128,"
                    
                        뭐 물대신 먹는거
물은 밋밋 속은 답답 탄산은 살찔거같고
애를 봐야하는게 알콜에 취할수는 없고
그래서..무알콜..그중 클라우드가 짱
ㄱ이게 질린다면 가끔 산미구엘 무알콜 세일할때 사서
번갈아 먹기를 추천

클라우드는 18000원이면 합리적
산미구엘은 24000원일때 합리적
그 아래 가격은 싼가격이니 구매해도 괜찮은가격
쿠팡은 워낙 가격변동이 심하니까
지친 엄마들 무알콜 마시고 화이팅ㅠㅠ망할코로나..
                    
                "
129,"
                    
                        임신도 안했고 수유도 안하는데 매일 퇴근후 일일 일맥주씩 하다가, 지병이 점점 악화되고 그 병이 알콜, 카페인을 끊어야 한다고 하길레 무알콜 맥주로 갈아타려고 주문함.
당연히 이 이전에는 무알콜 맥주를 마셔본 적이 없음. 클라우드가 한국 맥주 중에선 나쁘지 않으니 그냥 그거 믿고 구매.
맥주를 만들어 본 적도 있는 사람 입장에서 이 맛은 뭐랄까...
맥주 만드는 중 잡균이 들어가서 맛이 엉망이 된 맥주 맛이 남. 후기에 사과향이 난다길레 상큼한 향이 나는걸까 했는데 약간 상한 홉 냄새라고 하는게 더 정확할 것 같음.
24캔 언제 다 마시지.......
해외 브랜드의 무알콜을 주문할 걸 그랬나 봄.
사과냄새 그거 아님 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
                    
                "
130,"
                    
                        맥주 애정하는 1인
숙취가 있어서 무알콜  마셔보려고 주문
나름 먹을만하다
무알콜이기에 취하진않지만 만족도는 있는듯
맥주  느낌으로 안주와 간단히 마시기 좋다
운동후 션하게 마시고 싶은 맥주 대신 마셔보리라
칼로리가 대박이다
술은 취하려고 마시지만 다이어트를 위해서나 알콜  최대한  참고
싶을때 노력해보려는 나의 의지이다
살도 안 찌고 숙취도 없으면  난 그냥 맥주를 마시며 살텐데...
다이어트..,숙취,...난 둘다 약해서.....;;조금 슬프다..;;
그래도 사는 동안 노력하고 관리하는 멋진 사람이 되야겠지..
                    
                "
131,"
                    
                        맛은 맥주 맛인데, 알콜이 없어 나름대로 제 몫을 하는 것 같다.
집에서 고기 몇 점 구어 반주로 마시기에 딱 이다.
쌉살한게 제법이다.
                    
                "
132,"
                    
                        쿠팡체험단에 선정되어 무상으로 제공받았어요.
신랑이랑 야식먹을때 한캔씩 마시던 제품인데 시원하게 냉장고에 진열하고 보니 좋네요!!
저는 술을 잘 못해서 같이 분위기 내주려 마시는데 무알콜 맥주인데도 도수가 있는 것 같은 느낌이 들더라구요. 
이것은 플라시보 효과인가?ㅋㅋㅋ 
신랑은 퇴근하고 음료수라며 샤워후 한캔 따서 벌컥벌컥 마시는데 조만간 순삭할것 같네요ㅠ 내껀데~~~

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
133,"
                    
                        남편이좋아해요~~술을못마시는데
기분내고싶다고ㅋㅋ맛도좋다고하네요~
                    
                "
134,"
                    
                        무알콜 맥주 중에사 클라우드가 제일 괜찮아요.
무알콜이라고 해도 1%미만 알콜이 있는데
이제품은 그나마 하이트 무알콜과 더불어 국산 맥주 중에서는 칼로리도 제일 낮고 제조사측에서는 알콜이 없다고 합니다. 제 생각엔 0.01프로 정도는 있지 않을까 해요.
수술 후 석달이 지났는데 맥주가 마시고 싶어서 구매 했어요.
홈플에서 무알콜 클라우드 먹아보고 쿠팡서 주문했습니다.
확실히 기존 클라우드와는 다른 밍밍한 맛이고 거품도 적지만 나름 만족하며 먹습니다.
                    
                "
135,"
                    
                        배달하기 좋아서 그간 구매했는데요.
마트에서 클라우스 탈러 마시는 순간 생각이 바뀌었습니다.
클라우스탈러가 완전 맥주같고 클라우드는 음료수 같네요..
다시 클라우드한테 돌아올일은 없겠어요..
                    
                "
136,"
                    
                        늘 주문해서 먹는 제품이에요  남편건데 무알콜중 이  클라우드가  쌉쌀하니 제일 맛이 좋다고하더라구요 
가격도 넘 착하구
                    
                "
137,"
                    
                        맥주 맛 아닙니다. 다이어트할려고 사서 마셨는데...한모금 ㅁㅏ시자마자 후회했습니다. 제로콜라 마실껄 그랬나...맥주맛이나 보리맛은 거의 안나고 좀 특이한 맛이 나는데, 맥주대용은 안됩니다. 탄산감은 좀 있구요. 두번은 안 마실듯요...
                    
                "
138,"
                    
                        마트에서 산거랑뭔지모르게 다르다고 느끼는건 기분탓일까 ...
김이좀더빠진느낌이라고해야할까..

마트에서 종류별로사서 다먹어본후 이게 특유의 호박물엿 ?맛
이제일 덜해서샀는데 ..먹을수로 맹맛처럼느껴지는건 ..느낌이겠지 ?..
담에 다시 마트에서사와서 동시에먹어봐야겠다.

모든음식점에 무알콜이 팔았음좋겠다
                    
                "
139,"
                    
                        무알콜 맥주는 화**만 계속 먹었는데 이번 쿠팡 체험단 선정으로 클라우드를 접하게 됐어요~~^^
맛이 기존 먹던것보다 조금 단?느낌이 들었고 수제 무알콜이 있다면 이렇지 않을까?  싶네요ㅎㅎ
맛이 풍부한 느낌?ㅎㅎ
수제 소세지와 함께 먹으니 너무 맛있어요~~^^
맥주 대신으로 손색이 없습니다ㅎㅎ(맥주를 먹을순 있으나ㅠㅡㅠ 먹고나면 머리 아프고 뾰루지  온몸에나고ㅜㅠ 저같은분께 추천드립니다!!!!!)

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
140,"
                    
                        첫 모금 마셨을때는 맛이 상상하던맛이아니라 아! 잘못샀다 느꼈는데 먹다보니까 잘 샀다고 가족들한테 자랑중이에여~~

맥주마셨을때 얼굴 홍당무 되고 더워서 차라리 찬물마시는게 나은데 역시 무알콜이라 열도 안나고 너무 좋아요
벌써 다마셔가여~~ 
맥주생각나거나 탄산음료 마시고싶은데 칼로리 걱정되는 분들께 추천드려용
                    
                "
141,"
                    
                        1일2캔하는사람으로써
알콜중독이 심히걱정되어
무알콜로 갈아탐

이거랑 다른브랜드
바꿔가면서 먹는중인데

탄산도 적당하고
입에텁텁함도 안남아
꿀떡꿀떡 잘넘어감

미지근하게 마시는편인데
미지근할때는 탄산이 별로없는기분임
                    
                "
142,"
                    
                        수유중이라 육퇴 후 분위기로 한잔하기 딱이예요
하도 마셔서 긍가 맥주맛이 이맛인것 같아요ㅋㅋ
                    
                "
143,"
                    
                        마트에서 클라우드 하이트 둘다 사서 먹어보고 클라우드로 구매했어요. 하이트는 맥아 특유의 향과 맛이 있었고 클라우드는 가볍고 상큼해요.
평소엔 맥주를 마시지만 기분만 내고싶거나 해야할일이 있을땐 요걸로 마시는데 만족해요~
                    
                "
144,"
                    
                        논알콜음료로 가성비 짱!
계속 재구매하게 되네요
                    
                "
145,"
                    
                        ??불금 즐기기에 부족함이 없습니다.
속 답답할때 이만한게 없구요.
칼로리도 30칼로리로 무알콜이라 짱 좋아요.
다른 제품도 먹어봤는데, 60칼로리 이고,
가격은 이제품이 좀더 비싸나 향이나, 맛, 
목넘김 등이 좋습니다.


도움되셨나요 ??

포장, 배송도 굿 입니다
                    
                "
146,"
                    
                        자주 마시던 무알콜맥주라서 이번엔 대량으로 구매하였슴
지인에게 추천함
                    
                "
147,"
                    
                        무알콜맥주중에선 갑인거 같아요ㅎㅎ
맥주는 맥주인던
알콜냄새만 슬쩍 빠진 느낌? ㅎㅎ
거품도 제법 있고 향도 있고
다른데껀 김빠진 밍밍한 맛이었는데 
마셔도 안취해서 이상하다?  하고 
중간에 무알콜인거 잠시 잊었네요ㅎㅎ 
그닥 달지도 않아요
간혹 무알콜중에 좀 단맛이 들어가서 오히려 텁텁한것도 있거든요
어쨋든 맥주를 단맛으로 먹는건 아니니까ㅎㅎ
전 좋네요ㅎㅎ
                    
                "
148,"
                    
                        논알콜 맥주 하이트와 클라우드 있죠.
외국 다른 맥주들은 미세하게 알콜이 함유 되어 있는 것들이 많더라구요.

하이트 제로와 클라우드 클리어 제로는 0.00%라서 구매합니다.
두 개를 비교하자면
클라우드가 가격도 싸고 맛도 있어요.
개인적인 입맛입니다.

하지만 마트에 많이 없어서 아쉽지만..
쿠팡에서 구매하면 되니까 괜찮아요.

하이트에 비해 과일향(?)이 덜하고 
좀 더 맥주의 향이 나요.

특히 먹고 트름할 때 맥주 먹은 느낌 들어서 좋아요.
진짜 맥주 향이 나거든요.

잘만들었어요 클라우드 고마워요 클라우드
                    
                "
149,"
                    
                        여러가지 무알콜 맥주를 마셔봤습니다. 해외것도 국산것도.
그런데 제 입맛에 가장 맥주맛과 유사하면서 실제 알콜이 0%인것중 이게 제일이었어요 ㅎ
이거먹다 하이트제로 먹으면 밍밍하고 쓴 보리향이 강하고
이마트에서 파는 수입 무알콜들은 실제 알콜이 소량 포함된것들도 많았고 향이 너무쎄서 잘 안맞더라구요 ㅎ
임산부라 알콜함량도 따져보고 한국맥주맛과 가장 비슷한것은 역시 클라우드제로 ㅎ 
추천합니당 ㅎ
                    
                "
150,"
                    
                        하이트제로를 맛보고 무알콜맥주가 이렇게 맛있을수 있구나 느끼며 다른맥주도 먹어보고 싶어 이번에는 오천원이나 더비싼 클라우드를 시켜서 기대와함께 첫한모금 잉?  진짜 사과맛나네 이건 맥주가 아닌데 다시 두모금째 흠. . .다시 세모금째 아까보단 낫네 하지만 먹을수록 왜 후회가 드는걸까 하이트시킬걸ㅜㅜ
클라우드의 장점이라곤 하이트보다 낮은칼로리 끝.

한줄평가:하이트는 완벽에 가까운 라거맥주라면 클라우드는 어설픈 에일맥주
                    
                "
151,"
                    
                        하x트 먹다가 클라우드 사봤는데 오오 맛있네요. 뭔가 살짝 도 고급진 맥주느낌. 그래봤자 무알콜이지만. 칼로리도 30kcal밖에 안되서 부담없고 넘 좋아요. 마트에서 몇개씩 사다가 쿠팡에서 사니까 더 싸요. 진작 여기서 살껄. 
술 못드시는분들 강추해요. 임신, 수유할때부터 먹었는데 수유 끊고 나서도 맛있어서 계속 먹게됨 ;)
                    
                "
152,"
                    
                        모유수유 7갤중인 어뭉입니다
임산부때 누가 하나 주어서 그이후로 쭉 마시고 있어요
동네 롯데수퍼는 하나에 1300원이거든요
거기말곤 근처에선 무알콜맥주 안팔아요
한캔 두캔 사먹다가 단가 차이가 많이 나서
한박스 주문했어요

먹고싶을때마다 안나가도 되니 편해요
탄산이 약한게 흠이긴 하지만
맛도 꽤 괜찮고 칼로리가 낮은게 장점이에요
하이트 무알콜도 맛은 괜찮은데 칼로리가 60 두배에요..
요즘 저녁먹으면서 한캔씩 먹어요
만족합니다^^
                    
                "
153,"
                    
                        맥주맛을 좋아하는 사람이예요ㅎㅎ
그런데 알콜쓰레기라는게 함정ㅋㅋ
하*트 무알콜 알게돼서 먹었는데 세상
밍밍하고 맛없고 그런거 ㅠ ㅠ
그러다 슈퍼에서 클라우드 무알콜을
보게 된거쥬!!! 세상 맛있어!!!!
원래 무알콜 제품이 원 제품보다는
밍밍한거 아시쥬? 그런데 얘는 뭔가
찐한 느낌ㅋㅋㅋㅋ
왜 전지현언니가 물타지 않았다고 
하는건지 알겠어요ㅋㅋㅋㅋ
칼로리도 낮고 당류도 없다길래
저녁으로 먹어도 좋겠다 싶더라구요.
맥주는 금방 배가 부르니께요ㅋㅋㅋ
                    
                "
154,"
                    
                        날이 풀리기 시작하니 밤마다 시원한 음료가 당기는데 그때마다 알콜들어간 맥주는 부담스럽고 탄산음료는 달고 그래서 대안으로 무알콜맥주를 주문한건데 그야말로 어른들의 음료네요. 맥주라기보단 그냥 보리맛 나는 씁쓸한 맛의 탄산음료? 쯤인것 같구요. 끝에 특유의 단맛이 조금 거슬리긴 하나 칼로리도 낮고 콜라, 사이다만큼 달진않아서 전 탄산음료 대용으로 잘 마시고 있어요. 그리고 개인적으로는 하00 제로보단 맥주맛에 가깝고 특유의 단맛도 덜한편이라 요게 더 낫네요.
                    
                "
155,"
                    
                        물은 안좋아하고..음료는 칼로리높고..갈증나는 여름이면 맥주를 즐기는 1인입니다만.. 애들이 있다보니 취해있을수 없는지라..무알콜을 찾아봤죠.
음... 하이트보다 이게 더 맛있다길래 샀는데... 하이트가 더 맥주같아요 ㅋ
이건.. 향이 좀 나면서 음료같은 느낌.. 칼로리가 더 낮아서 맘에 들긴한데.. 첨엔 괜히 샀나싶었어요.
계속 먹다보니 나름 적응.. 시원한 맛으로 적응..그러네요
                    
                "
156,"
                    
                        당질제한 식단을 하고있는데 진짜 맥주가 너무 땡겨서 혹시나 해서 검색해봤는데 탄수가 2%라더라구요~ 당질도 없고~ 치팅때 한두캔 먹어도 될것 같아서 불렀어요~
처음에 받자마자 먹고싶어서 얼음 담은 스댕컵에 따라서 먹었는데 맛없어서 큰일났다 했네요~ 근데 시원하게 두고나서 먹으니까 제로맥주 몇개 안마셔봤지만 그중에서 제일 맛있는듯요~^^ 금방 먹고 금방 부를것 같네요~ 남편도ㅠ맛있다고 자기는 가끔 마시겠다고~^^ 또 부를께요~^^
                    
                "
157,"
                    
                        맛이 나쁘진 않아요
약간 과일향스러운 맛이 나고 맥주보다는 탄산 느낌이 더 강해요
차게 먹을 땐 괜찮은데
먹다가 미지근해지면 약간 감기물약스러운 맛이 나요
개인적으로는 하이트제로가 더 맥주맛이 많이 나고 쌉싸름하고 좋은 것 같아요
다 먹으면 하이트 살 거예요
                    
                "
